CHROMOSOME	START	END	STRAND	GENE_ID	GENE_NAME
1	16160969	16174642	-	ENSG00000179743.4_8	AL450998.2
1	16162590	16266951	+	ENSG00000065526.12_4	SPEN
1	16244193	16244403	-	ENSG00000270620.1_5	AL034555.1
1	16268364	16302627	-	ENSG00000116809.11_3	ZBTB17
1	16296127	16296689	+	ENSG00000234607.2_5	AL355994.4
1	16314677	16314936	+	ENSG00000231353.1_5	AL355994.1
1	16315635	16315870	-	ENSG00000275503.1_5	AL355994.5
1	16316366	16321246	+	ENSG00000224966.4_4	TBC1D3P6
1	16330731	16335302	+	ENSG00000183888.4_4	SRARP
1	16332655	16333166	-	ENSG00000233078.1_7	AL355994.3
1	16340523	16346089	-	ENSG00000173641.17_7	HSPB7
1	16345370	16360545	+	ENSG00000186510.12_3	CLCNKA
1	16361673	16366524	-	ENSG00000232456.1_6	AL355994.2
1	16370231	16383803	+	ENSG00000184908.17_2	CLCNKB
1	16384264	16400146	-	ENSG00000185519.9_4	FAM131C
1	16450832	16482564	-	ENSG00000142627.13_4	EPHA2
1	16481706	16483824	+	ENSG00000227959.1_6	AL451042.2
1	16485761	16488378	+	ENSG00000224621.1_6	AL451042.1
1	16524349	16524852	+	ENSG00000234166.1_6	ARHGEF19-AS1
1	16524349	16539147	-	ENSG00000142632.17_5	ARHGEF19
1	16542404	16554522	-	ENSG00000237276.8_5	ANO7L1
1	16555169	16557830	-	ENSG00000288398.1_2	AL109627.1
1	16558187	16563678	-	ENSG00000132881.12_5	CPLANE2
1	16567708	16567893	-	ENSG00000233929.1_4	MT1XP1
1	16573335	16678975	-	ENSG00000037637.11_5	FBXO42
1	16679070	16724640	+	ENSG00000055070.17_3	SZRD1
1	16695645	16696025	-	ENSG00000226457.1_5	RPL22P3
1	16713612	16763919	-	ENSG00000187144.11_4	SPATA21
1	16767216	16786573	+	ENSG00000157191.20_3	NECAP2
1	16787443	16794976	+	ENSG00000226029.1_5	LINC01772
1	16793931	16825752	-	ENSG00000080947.15_4	CROCCP3
1	16841140	16842249	+	ENSG00000261135.1_6	AL137802.2
1	16841529	16848283	+	ENSG00000285853.1_2	AL137802.3
1	16847189	16848291	+	ENSG00000224174.2_6	AL137802.1
1	16860381	16862667	-	ENSG00000233421.4_6	LINC01783
1	16875146	16879026	-	ENSG00000225710.1_6	AL355149.1
1	16888814	16940057	-	ENSG00000219481.10_4	NBPF1
1	16943886	16944224	+	ENSG00000271732.1_6	AL137798.1
1	16944748	16983727	-	ENSG00000215908.10_4	CROCCP2
1	16969262	16969604	-	ENSG00000283773.1_5	AL137798.3
1	16972117	16976784	+	ENSG00000186301.8_2	MST1P2
1	16983374	16994019	+	ENSG00000282143.1_6	AL137798.2
1	17007592	17015244	-	ENSG00000280114.1_1	AL021920.2
1	17012116	17012550	-	ENSG00000236698.1_4	EIF1AXP1
1	17013834	17046652	-	ENSG00000268869.6_4	ESPNP
1	17028041	17032089	+	ENSG00000279151.1_6	AL021920.1
1	17066433	17077084	-	ENSG00000282740.1_7	AL021920.3
1	17066768	17299459	+	ENSG00000058453.17_4	CROCC
1	17066775	17077463	+	ENSG00000227684.2_4	CROCCP4
1	17081405	17096732	-	ENSG00000186715.11_4	MST1L
1	17177752	17179624	-	ENSG00000223643.6_7	BX284668.1
1	17181902	17185779	+	ENSG00000230239.1_6	BX284668.3
1	17197440	17210154	+	ENSG00000228549.4_8	BX284668.2
1	17214072	17216201	-	ENSG00000238142.2_7	BX284668.5
1	17215590	17216097	+	ENSG00000235241.1_5	BX284668.4
1	17230834	17231271	-	ENSG00000272426.1_6	BX284668.6
1	17300997	17307127	-	ENSG00000117122.14_7	MFAP2
1	17302797	17304287	+	ENSG00000286898.1_1	AL049569.2
1	17305421	17331586	+	ENSG00000226526.1_6	AL049569.1
1	17312453	17338423	-	ENSG00000159363.18_5	ATP13A2
1	17345217	17380527	-	ENSG00000117118.10_3	SDHB
1	17393256	17445946	-	ENSG00000117115.13_4	PADI2
1	17516278	17524112	+	ENSG00000204362.6_7	LINC02783
1	17519727	17528228	-	ENSG00000282843.1_8	AL590644.1
1	17531623	17572502	+	ENSG00000142623.11_4	PADI1
1	17575593	17610728	+	ENSG00000142619.4_3	PADI3
1	17634690	17690499	+	ENSG00000159339.13_3	PADI4
1	17698691	17728195	+	ENSG00000276747.1_4	PADI6
1	17733256	17733878	+	ENSG00000227751.1_7	RCC2-AS1
1	17733256	17766173	-	ENSG00000179051.14_5	RCC2
1	17866193	18024369	+	ENSG00000074964.17_4	ARHGEF10L
1	18044120	18076473	+	ENSG00000236648.2_8	LINC02810
1	18081828	18153558	+	ENSG00000117148.8_3	ACTL8
1	18342206	18372106	+	ENSG00000284653.1_4	AL357509.1
1	18392151	18400906	+	ENSG00000261781.1_5	LINC01654
1	18434292	18704977	+	ENSG00000117154.12_4	IGSF21
1	18435883	18442355	+	ENSG00000280222.1_6	AL365209.1
1	18493423	18505840	-	ENSG00000230035.2_7	IGSF21-AS1
1	18712323	18715008	+	ENSG00000225387.1_6	AL591896.1
1	18807476	18812620	+	ENSG00000179023.8_2	KLHDC7A
1	18839612	18839877	+	ENSG00000235282.3_4	DYNLL1P3
1	18921908	18922130	+	ENSG00000225478.2_5	AL031737.1
1	18957340	19075360	+	ENSG00000009709.12_3	PAX7
1	19166093	19186176	-	ENSG00000179002.5_4	TAS1R2
1	19197924	19229218	-	ENSG00000159423.17_6	ALDH4A1
1	19230774	19283170	-	ENSG00000169991.11_6	IFFO2
1	19398604	19402005	-	ENSG00000272084.1_7	AL137127.1
1	19401004	19536760	-	ENSG00000127481.15_5	UBR4
1	19536995	19567198	+	ENSG00000230424.1_7	EMC1-AS1
1	19542154	19578021	-	ENSG00000127463.15_8	EMC1
1	19578299	19586622	+	ENSG00000053372.5_4	MRTO4
1	19587015	19588801	-	ENSG00000286064.1_2	AL035413.2
1	19592476	19600688	-	ENSG00000211454.14_5	AKR7L
1	19609067	19615264	-	ENSG00000162482.5_4	AKR7A3
1	19623574	19624397	+	ENSG00000270728.1_6	AL035413.1
1	19630459	19638640	-	ENSG00000053371.12_7	AKR7A2
1	19638820	19655794	+	ENSG00000040487.13_5	SLC66A1
1	19665269	19812033	-	ENSG00000077549.18_6	CAPZB
1	19810897	19956315	+	ENSG00000173436.15_5	MICOS10
1	19918296	19923326	-	ENSG00000235185.1_7	AL031727.2
1	19923473	19984949	+	ENSG00000158747.14_4	NBL1
1	19923561	19983420	+	ENSG00000270136.6_5	MICOS10-NBL1
1	19934608	19935062	+	ENSG00000226396.1_5	AL031727.1
1	19991368	20007459	+	ENSG00000158748.4_3	HTR6
1	20008706	20126438	-	ENSG00000162542.13_4	TMCO4
1	20140522	20141776	-	ENSG00000178828.7_3	RNF186
1	20140860	20145995	+	ENSG00000235434.1_6	AL391883.1
1	20208888	20239438	+	ENSG00000169914.6_3	OTUD3
1	20246502	20250110	-	ENSG00000188784.4_4	PLA2G2E
1	20301924	20306909	-	ENSG00000188257.11_4	PLA2G2A
1	20354672	20418404	+	ENSG00000127472.11_3	PLA2G5
1	20438432	20446059	-	ENSG00000117215.15_4	PLA2G2D
1	20465819	20476879	+	ENSG00000158786.4_2	PLA2G2F
1	20480664	20487061	+	ENSG00000227066.2_6	Z98257.1
1	20487746	20503917	-	ENSG00000187980.6_3	PLA2G2C
1	20510735	20512979	-	ENSG00000225986.1_7	UBXN10-AS1
1	20512589	20522543	+	ENSG00000162543.6_3	UBXN10
1	20569588	20571157	+	ENSG00000228105.2_5	LINC01757
1	20598511	20601498	+	ENSG00000284710.1_4	Z98257.2
1	20617412	20681387	+	ENSG00000158816.15_3	VWA5B1
1	20620704	20649680	-	ENSG00000226664.1_7	AL020998.1
1	20687072	20757727	-	ENSG00000236963.7_8	LINC01141
1	20738797	20739746	-	ENSG00000226487.1_8	AL139254.1
1	20802715	20805430	+	ENSG00000284641.1_4	AL139254.2
1	20805272	20806890	-	ENSG00000284743.1_5	AL139254.3
1	20808884	20812703	-	ENSG00000162545.6_4	CAMK2N1
1	20825941	20834644	-	ENSG00000090432.7_4	MUL1
1	20852482	20853244	+	ENSG00000215520.3_4	RPS4XP4
1	20879066	20881513	+	ENSG00000183114.8_3	FAM43B
1	20915579	20945396	+	ENSG00000158825.6_3	CDA
1	20959951	20978004	+	ENSG00000158828.8_4	PINK1
1	20969150	20978686	-	ENSG00000117242.7_8	PINK1-AS
1	20978260	20988037	-	ENSG00000244038.9_6	DDOST
1	20990507	21044510	-	ENSG00000117245.12_4	KIF17
1	21019227	21020506	-	ENSG00000235432.1_6	AL663074.2
1	21046224	21059330	-	ENSG00000189410.12_7	SH2D5
1	21059373	21060445	+	ENSG00000233069.1_6	AL663074.1
1	21066759	21113816	-	ENSG00000127483.19_5	HP1BP3
1	21132785	21503381	-	ENSG00000075151.20_4	EIF4G3
1	21330043	21330427	-	ENSG00000233072.1_4	RPS15AP6
1	21400132	21400246	-	ENSG00000236073.2_5	AL627311.1
1	21487968	21488574	+	ENSG00000235112.1_4	HSPE1P27
1	21503547	21504657	+	ENSG00000287192.1_1	AL031005.2
1	21543740	21672065	-	ENSG00000117298.16_6	ECE1
1	21592575	21593744	+	ENSG00000236936.1_6	AL031005.1
1	21619783	21626367	+	ENSG00000231105.2_7	ECE1-AS1
1	21724480	21724855	+	ENSG00000236216.5_4	PPP1R11P1
1	21737953	21739786	-	ENSG00000228823.1_6	AL592309.1
1	21742391	21743985	+	ENSG00000236009.1_6	AL592309.2
1	21751118	21754460	-	ENSG00000227001.3_5	NBPF2P
1	21754796	21756029	+	ENSG00000187952.9_4	HS6ST1P1
1	21760811	21764051	+	ENSG00000186543.7_4	CROCCP5
1	21766621	21811498	+	ENSG00000142794.18_3	NBPF3
1	21786249	21786575	-	ENSG00000176378.8_4	PFN1P10
1	21835890	21904903	+	ENSG00000162551.14_5	ALPL
1	21912965	21917680	+	ENSG00000233431.1_6	LINC02596
1	21922708	21995856	-	ENSG00000076864.19_7	RAP1GAP
1	22004791	22110099	-	ENSG00000090686.16_4	USP48
1	22094762	22095068	+	ENSG00000231978.2_5	AL590103.1
1	22138758	22151718	+	ENSG00000187942.12_3	LDLRAD2
1	22148737	22263803	-	ENSG00000142798.20_8	HSPG2
1	22234591	22235073	+	ENSG00000232037.3_5	AL590556.1
1	22277172	22283364	-	ENSG00000283234.1_6	AL590556.2
1	22303515	22325135	+	ENSG00000219073.8_4	CELA3B
1	22310099	22357110	+	ENSG00000285959.1_2	AL590556.3
1	22328150	22339035	+	ENSG00000142789.20_4	CELA3A
1	22350483	22352541	-	ENSG00000228397.3_6	LINC01635
1	22351051	22357716	+	ENSG00000218510.8_8	LINC00339
1	22352004	22427853	+	ENSG00000070831.17_8	CDC42
1	22354810	22379420	-	ENSG00000285752.1_5	CDC42-AS1
1	22357020	22357241	+	ENSG00000285794.1_3	AL031281.2
1	22385690	22390692	+	ENSG00000230068.2_6	CDC42-IT1
1	22394833	22395320	-	ENSG00000271428.1_5	AL031281.1
1	22443806	22470462	-	ENSG00000162552.15_4	WNT4
1	22469343	22483894	+	ENSG00000285873.1_2	AL445253.1
1	22649333	22649824	-	ENSG00000234397.3_5	PPIAP34
1	22691123	22692975	-	ENSG00000279625.1_5	AL591122.1
1	22755331	22857650	+	ENSG00000184677.18_5	ZBTB40
1	22843967	22846201	+	ENSG00000237200.1_6	ZBTB40-IT1
1	22889982	22930088	+	ENSG00000070886.12_4	EPHA8
1	22963121	22966171	+	ENSG00000173372.17_4	C1QA
1	22970126	22974603	+	ENSG00000159189.12_3	C1QC
1	22979255	22988130	+	ENSG00000173369.16_4	C1QB
1	23037332	23247993	+	ENSG00000133216.16_4	EPHB2
1	23162206	23163342	-	ENSG00000225952.1_7	AL512444.1
1	23279536	23291831	-	ENSG00000215906.8_4	LACTBL1
1	23337327	23342345	-	ENSG00000227868.6_7	TEX46
1	23345936	23410182	+	ENSG00000004487.16_5	KDM1A
1	23346640	23414551	-	ENSG00000240553.1_8	AL031428.1
1	23410516	23504301	-	ENSG00000169641.13_5	LUZP1
1	23466818	23467635	+	ENSG00000229010.1_5	AL161672.1
1	23518388	23521222	-	ENSG00000179546.4_3	HTR1D
1	23571258	23571717	+	ENSG00000215381.3_6	AL109936.2
1	23607800	23613981	-	ENSG00000261326.4_6	LINC01355
1	23624290	23629359	+	ENSG00000284726.1_5	AL109936.8
1	23630264	23670829	-	ENSG00000125944.20_6	HNRNPR
1	23685941	23696329	-	ENSG00000125945.15_4	ZNF436
1	23695490	23698332	+	ENSG00000249087.7_6	ZNF436-AS1
1	23704873	23705522	-	ENSG00000271420.1_7	AL109936.3
1	23707402	23751241	-	ENSG00000204219.11_5	TCEA3
1	23737325	23738639	+	ENSG00000232482.2_5	AL357134.1
1	23755056	23811061	-	ENSG00000088280.19_5	ASAP3
1	23832930	23857725	-	ENSG00000007968.7_4	E2F2
1	23875630	23877406	-	ENSG00000235052.1_7	AL021154.1
1	23884417	23885992	-	ENSG00000117318.9_4	ID3
1	23902926	23920111	-	ENSG00000285802.1_3	AL450043.1
1	23907985	23967058	+	ENSG00000197880.8_5	MDS2
1	23996784	24006749	+	ENSG00000229239.2_5	AL451000.1
1	24018232	24023325	+	ENSG00000142676.14_6	RPL11
1	24033391	24104786	-	ENSG00000236810.6_7	ELOA-AS1
1	24069645	24088549	+	ENSG00000011007.12_3	ELOA
1	24104908	24114722	+	ENSG00000057757.10_6	PITHD1
1	24117635	24122029	+	ENSG00000011009.11_3	LYPLA2
1	24122089	24127271	-	ENSG00000117308.15_7	GALE
1	24128375	24165110	-	ENSG00000117305.15_6	HMGCL
1	24171567	24194784	-	ENSG00000179163.11_3	FUCA1
1	24197005	24239852	-	ENSG00000188822.8_5	CNR2
1	24227961	24229227	-	ENSG00000229106.1_4	BTBD6P1
1	24233601	24234375	+	ENSG00000232557.3_7	AL590609.2
1	24275506	24275873	-	ENSG00000230228.2_6	H3P1
1	24283329	24289952	+	ENSG00000189266.13_6	PNRC2
1	24290837	24307417	-	ENSG00000188529.15_5	SRSF10
1	24334371	24335009	-	ENSG00000215905.4_6	AL590609.1
1	24367325	24413289	+	ENSG00000225315.2_7	AL591178.1
1	24382525	24438625	-	ENSG00000142661.19_4	MYOM3
1	24393264	24410055	+	ENSG00000230703.1_8	MYOM3-AS1
1	24446261	24469630	-	ENSG00000142677.4_4	IL22RA1
1	24480658	24514449	-	ENSG00000185436.12_4	IFNLR1
1	24526730	24538183	+	ENSG00000230023.2_7	LINC02800
1	24634046	24648391	-	ENSG00000232298.2_7	GRHL3-AS1
1	24645812	24690972	+	ENSG00000158055.15_2	GRHL3
1	24683489	24743424	-	ENSG00000001460.18_6	STPG1
1	24742292	24799466	+	ENSG00000001461.17_3	NIPAL3
1	24822744	24861890	-	ENSG00000286061.1_3	RCAN3AS
1	24828841	24867530	+	ENSG00000117602.12_5	RCAN3
1	24865292	24882515	-	ENSG00000264443.1_8	NCMAP-DT
1	24882578	24935819	+	ENSG00000184454.7_4	NCMAP
1	24890118	24890465	+	ENSG00000227312.2_5	AL445686.1
1	24958207	24999772	+	ENSG00000133226.17_6	SRRM1
1	25031385	25044087	+	ENSG00000284699.1_4	AL445648.1
1	25071873	25170812	+	ENSG00000169504.15_4	CLIC4
1	25226002	25291612	-	ENSG00000020633.18_3	RUNX3
1	25287836	25289588	+	ENSG00000229162.1_6	AL445471.1
1	25294914	25297356	-	ENSG00000261025.1_6	AL445471.2
1	25367627	25373895	+	ENSG00000285823.1_3	LINC02793
1	25370198	25439611	-	ENSG00000233755.1_7	AL050344.1
1	25451544	25451945	-	ENSG00000233419.3_5	AL121994.1
1	25534630	25535928	+	ENSG00000231953.2_6	AL031432.1
1	25548767	25558993	-	ENSG00000117614.10_5	SYF2
1	25559077	25561266	+	ENSG00000284602.1_4	AL031432.4
1	25565985	25566744	+	ENSG00000284657.1_4	AL031432.5
1	25568740	25664704	-	ENSG00000117616.18_7	RSRP1
1	25574328	25574812	+	ENSG00000272432.1_6	AL031432.3
1	25592593	25593627	-	ENSG00000261349.1_6	AL031432.2
1	25598884	25656936	+	ENSG00000187010.21_8	RHD
1	25620655	25621134	-	ENSG00000224183.1_4	SDHDP6
1	25662920	25663956	-	ENSG00000259984.1_6	AL928711.1
1	25664808	25688852	+	ENSG00000183726.11_3	TMEM50A
1	25688740	25756683	-	ENSG00000188672.18_5	RHCE
1	25725212	25725689	+	ENSG00000238084.4_5	AL031284.1
1	25757349	25826700	+	ENSG00000204178.11_4	MACO1
1	25870097	25895377	+	ENSG00000157978.12_3	LDLRAP1
1	25907969	25916847	+	ENSG00000225643.1_6	AL606491.1
1	25943959	26112698	+	ENSG00000117643.14_3	MAN1C1
1	25971035	25985602	-	ENSG00000233478.1_7	AL031280.1
1	26126667	26144712	+	ENSG00000162430.17_7	SELENON
1	26137961	26150235	+	ENSG00000255054.3_6	AL020996.2
1	26143240	26147288	-	ENSG00000228172.5_7	AL020996.1
1	26145131	26159433	+	ENSG00000117640.18_5	MTFR1L
1	26158404	26158625	-	ENSG00000272478.1_6	AL020996.3
1	26158404	26185949	-	ENSG00000127423.10_4	AUNIP
1	26186104	26189911	+	ENSG00000236528.1_7	AL033528.3
1	26187701	26197744	-	ENSG00000182749.5_4	PAQR7
1	26210672	26233482	-	ENSG00000117632.23_5	STMN1
1	26213851	26214101	+	ENSG00000229786.1_4	SNRPFP2
1	26215461	26215600	+	ENSG00000223624.1_6	AL033528.2
1	26286258	26324608	-	ENSG00000158006.14_4	PAFAH2
1	26346375	26362955	+	ENSG00000158008.10_3	EXTL1
1	26363743	26372609	-	ENSG00000158014.15_4	SLC30A2
1	26373156	26375590	+	ENSG00000284309.1_5	AL391650.2
1	26377795	26394927	-	ENSG00000158022.6_3	TRIM63
1	26437656	26452046	+	ENSG00000175087.10_5	PDIK1L
1	26485570	26490453	+	ENSG00000197245.6_3	FAM110D
1	26490652	26495072	-	ENSG00000282872.1_6	C1orf232
1	26496007	26498322	-	ENSG00000236782.7_6	AL391650.1
1	26496399	26497364	+	ENSG00000142684.9_4	ZNF593
1	26503975	26516375	+	ENSG00000142675.18_3	CNKSR1
1	26517052	26529459	+	ENSG00000188782.8_6	CATSPER4
1	26536232	26556331	+	ENSG00000236155.6_6	ZPLD2P
1	26545072	26546967	-	ENSG00000278572.1_6	AL355877.2
1	26560691	26605299	+	ENSG00000130695.15_4	CEP85
1	26589532	26589889	-	ENSG00000270733.1_6	AL355877.1
1	26606577	26608013	+	ENSG00000142669.15_4	SH3BGRL3
1	26607819	26644854	-	ENSG00000158062.20_5	UBXN11
1	26644449	26647014	+	ENSG00000169442.9_3	CD52
1	26648189	26686571	-	ENSG00000176092.15_7	CRYBG2
1	26653179	26653524	+	ENSG00000225854.2_5	AL451139.1
1	26688125	26701013	-	ENSG00000176083.17_5	ZNF683
1	26737308	26756219	+	ENSG00000131914.11_3	LIN28A
1	26758773	26797797	+	ENSG00000117682.17_5	DHDDS
1	26781144	26781678	-	ENSG00000223583.1_5	AL513365.1
1	26789247	26794505	-	ENSG00000225891.2_7	DHDDS-AS1
1	26798931	26803133	+	ENSG00000198830.11_3	HMGN2
1	26845845	26846741	-	ENSG00000224129.1_4	DPPA2P2
1	26856252	26901521	+	ENSG00000117676.14_6	RPS6KA1
1	26966868	26967105	-	ENSG00000229247.2_5	AL627313.1
1	26973938	26974172	+	ENSG00000235069.2_5	AL627082.1
1	27018623	27020622	-	ENSG00000260063.1_6	AL512408.1
1	27019727	27108595	+	ENSG00000117713.20_6	ARID1A
1	27113963	27124889	+	ENSG00000060642.10_6	PIGV
1	27143791	27143967	+	ENSG00000287810.1_1	AL034380.2
1	27153179	27184095	+	ENSG00000204160.12_5	ZDHHC18
1	27189640	27190947	+	ENSG00000175793.12_4	SFN
1	27202623	27216774	-	ENSG00000142751.15_4	GPN2
1	27202624	27204736	+	ENSG00000226698.1_6	AL034380.1
1	27216979	27226958	-	ENSG00000198746.13_5	GPATCH3
1	27226729	27273362	+	ENSG00000090273.14_4	NUDC
1	27237980	27240466	-	ENSG00000131910.5_4	NR0B2
1	27276053	27286959	-	ENSG00000175707.9_4	KDF1
1	27306656	27307466	+	ENSG00000172746.6_4	RPL12P13
1	27310119	27310515	+	ENSG00000224064.1_5	AL356390.1
1	27312388	27312831	-	ENSG00000225294.1_4	OSTCP2
1	27320183	27327377	+	ENSG00000253368.4_5	TRNP1
1	27331511	27339341	-	ENSG00000158246.8_5	TENT5B
1	27425300	27493472	-	ENSG00000090020.11_4	SLC9A1
1	27503242	27503768	+	ENSG00000229985.2_5	AL590640.2
1	27527325	27527964	-	ENSG00000214973.3_4	CHCHD3P3
1	27533421	27534287	+	ENSG00000225159.1_4	NPM1P39
1	27537756	27537975	+	ENSG00000225990.2_4	SNRPEP7
1	27555597	27560843	-	ENSG00000224311.1_7	AL590640.1
1	27561123	27635127	+	ENSG00000142784.16_4	WDTC1
1	27637731	27638329	+	ENSG00000243659.1_5	FO393419.3
1	27648636	27662891	+	ENSG00000186501.14_4	TMEM222
1	27651820	27652287	+	ENSG00000241547.1_4	ACTG1P20
1	27668511	27680428	+	ENSG00000142765.18_5	SYTL1
1	27680558	27693452	-	ENSG00000142733.17_7	MAP3K6
1	27695603	27701315	-	ENSG00000142748.12_3	FCN3
1	27705666	27709823	-	ENSG00000174950.11_4	CD164L2
1	27715972	27716649	+	ENSG00000231207.1_5	FO393419.1
1	27719126	27722318	+	ENSG00000181773.7_3	GPR3
1	27730734	27816678	-	ENSG00000158195.11_4	WASF2
1	27783709	27786093	+	ENSG00000241169.1_6	FO393419.2
1	27852316	27857072	+	ENSG00000237429.1_6	BX293535.1
1	27860546	27930942	-	ENSG00000126705.15_6	AHDC1
1	27938575	27961696	-	ENSG00000000938.13_5	FGR
1	27975930	27976121	+	ENSG00000235912.1_5	AL031729.1
1	27986839	27989233	-	ENSG00000233975.1_7	LINC02574
1	27992575	27998709	-	ENSG00000126709.15_4	IFI6
1	27995979	28029574	+	ENSG00000225886.3_7	AL445490.1
1	28013321	28013982	-	ENSG00000226662.2_4	CHMP1AP1
1	28051333	28052267	-	ENSG00000287244.1_1	AL020997.5
1	28052490	28089633	+	ENSG00000009780.15_4	FAM76A
1	28065602	28065950	+	ENSG00000231344.1_5	AL020997.1
1	28066465	28067140	+	ENSG00000230833.1_4	RPEP3
1	28099730	28150954	+	ENSG00000117758.14_4	STX12
1	28100369	28100552	+	ENSG00000269971.1_7	AL020997.2
1	28146494	28146852	+	ENSG00000270031.1_7	AL020997.3
1	28154323	28157720	-	ENSG00000286433.1_2	AL020997.4
1	28157293	28178187	+	ENSG00000117751.18_4	PPP1R8
1	28199054	28213196	+	ENSG00000130775.16_3	THEMIS2
1	28218035	28241257	-	ENSG00000117748.10_4	RPA2
1	28261511	28285668	+	ENSG00000130768.15_4	SMPDL3B
1	28265386	28286704	-	ENSG00000227050.1_7	AL512288.1
1	28286484	28294604	+	ENSG00000158156.8_3	XKR8
1	28296855	28415148	-	ENSG00000158161.16_6	EYA3
1	28316669	28317035	-	ENSG00000238231.2_5	AL512288.2
1	28422253	28422933	-	ENSG00000228589.3_4	SPCS2P4
1	28436250	28436809	+	ENSG00000228943.1_5	AL137792.2
1	28446960	28447832	-	ENSG00000214812.3_6	AL137792.1
1	28473677	28520447	-	ENSG00000169403.12_4	PTAFR
1	28525967	28559540	-	ENSG00000126698.11_4	DNAJC8
1	28562620	28573417	+	ENSG00000130770.18_4	ATP5IF1
1	28566020	28567964	-	ENSG00000270605.1_6	AL353622.1
1	28573655	28574079	+	ENSG00000271398.1_6	AL353622.2
1	28586029	28609002	+	ENSG00000130766.5_3	SESN2
1	28655513	28662476	+	ENSG00000130772.14_3	MED18
1	28696093	28826876	+	ENSG00000204138.13_4	PHACTR4
1	28780052	28780445	+	ENSG00000229820.2_5	CR391992.1
1	28832455	28865812	+	ENSG00000180198.16_5	RCC1
1	28832492	28837404	+	ENSG00000242125.3_5	SNHG3
1	28852830	28853739	-	ENSG00000231468.2_5	PRDX3P2
1	28870972	28873054	+	ENSG00000279443.1_5	AL513497.1
1	28879597	28905057	+	ENSG00000180098.9_3	TRNAU1AP
1	28905050	28909644	-	ENSG00000197989.14_7	SNHG12
1	28915835	28969597	-	ENSG00000120656.11_3	TAF12
1	28918712	28921955	+	ENSG00000188060.7_3	RAB42
1	28969740	28975093	+	ENSG00000229388.1_6	LINC01715
1	28975112	28975242	+	ENSG00000270103.3_6	AL360012.1
1	28995244	29045865	+	ENSG00000162419.12_2	GMEB1
1	29063133	29096287	+	ENSG00000198492.16_6	YTHDF2
1	29138654	29197779	+	ENSG00000116329.11_3	OPRD1
1	29196995	29203848	-	ENSG00000233427.1_7	AL009181.2
1	29213603	29446558	+	ENSG00000159023.21_8	EPB41
1	29308790	29309120	-	ENSG00000225616.2_6	AL138785.2
1	29445941	29450415	-	ENSG00000253304.2_4	TMEM200B
1	29471006	29473506	-	ENSG00000225750.1_7	AL357500.1
1	29474255	29508412	-	ENSG00000116350.17_8	SRSF4
1	29519169	29557454	-	ENSG00000116353.16_5	MECR
1	29550445	29551328	+	ENSG00000237934.1_6	AL590729.1
1	29563028	29653325	+	ENSG00000060656.20_4	PTPRU
1	29656132	29676626	-	ENSG00000230523.1_6	LINC01756
1	29814705	29823405	-	ENSG00000225011.4_6	AL671862.1
1	30181698	30182394	-	ENSG00000228176.1_7	AC092265.1
1	30228022	30263444	+	ENSG00000284676.1_4	AL645944.2
1	30377712	30378204	-	ENSG00000270927.1_5	AL645944.1
1	30486799	30510459	-	ENSG00000233399.2_6	LINC01648
1	30613110	30614454	+	ENSG00000233372.1_6	AL137076.1
1	30699370	30699462	+	ENSG00000231251.1_5	AL021921.1
1	30882407	30884485	-	ENSG00000236335.1_7	AL161638.2
1	30888672	30893955	+	ENSG00000231949.1_6	AL161638.1
1	31184124	31196432	-	ENSG00000162510.6_4	MATN1
1	31191351	31199674	+	ENSG00000186056.10_6	MATN1-AS1
1	31204540	31206274	+	ENSG00000287510.1_1	AL137857.1
1	31205316	31230621	-	ENSG00000162511.8_4	LAPTM5
1	31283225	31288400	-	ENSG00000229607.1_7	AL137027.1
1	31297064	31307711	+	ENSG00000223382.5_6	LINC01778
1	31331005	31333101	+	ENSG00000235143.1_6	AL445235.1
1	31342313	31381605	-	ENSG00000162512.16_6	SDC3
1	31404353	31538838	-	ENSG00000134644.15_5	PUM1
1	31509581	31510087	+	ENSG00000237329.2_5	AL356320.2
1	31523719	31523881	+	ENSG00000232768.1_5	AL356320.1
1	31567834	31568405	-	ENSG00000215900.4_5	SELENOWP1
1	31581035	31581470	-	ENSG00000225142.2_5	AC114495.1
1	31652592	31712734	-	ENSG00000084628.10_4	NKAIN1
1	31732415	31769635	-	ENSG00000060688.13_5	SNRNP40
1	31736092	31736528	-	ENSG00000229447.2_5	AC114495.2
1	31769829	31837800	+	ENSG00000121766.15_4	ZCCHC17
1	31805914	31819646	-	ENSG00000229044.1_7	AL451070.1
1	31838100	31849697	-	ENSG00000121769.8_5	FABP3
1	31882412	31907527	+	ENSG00000168528.12_4	SERINC2
1	31960436	31961777	-	ENSG00000215899.3_5	AC209007.1
1	31971827	32048907	+	ENSG00000284543.1_4	LINC01226
1	32037186	32043499	-	ENSG00000229167.2_7	AC114488.1
1	32042086	32053287	+	ENSG00000142910.16_3	TINAGL1
1	32083287	32098119	+	ENSG00000121764.11_2	HCRTR1
1	32095467	32110497	-	ENSG00000162517.13_4	PEF1
1	32109650	32125763	+	ENSG00000235790.7_8	PEF1-AS1
1	32110295	32114972	+	ENSG00000264078.1_8	AC114488.2
1	32117864	32169920	-	ENSG00000084636.18_6	COL16A1
1	32192718	32230494	-	ENSG00000121753.12_6	ADGRB2
1	32254731	32256923	+	ENSG00000254545.1_6	AL354919.2
